prive_code	description	group	phenocode	description_more	coding	coding_description	pops	num_pops	pops_pass_qc	num_pops_pass_qc	n_cases_full_cohort_both_sexes	n_cases_full_cohort_females	n_cases_full_cohort_males	n_cases_hq_cohort_both_sexes	n_cases_hq_cohort_females	n_cases_hq_cohort_males	n_cases_AFR	n_cases_AMR	n_cases_CSA	n_cases_EAS	n_cases_EUR	n_cases_MID	n_controls_AFR	n_controls_AMR	n_controls_CSA	n_controls_EAS	n_controls_EUR	n_controls_MID	filename	aws_link	wget	size_in_bytes	description_panUKB	proxy_GWAS	short_label	use_in_analysis	N	N_case	N_control	ldsc_int	ldsc_int_se	ldsc_h2	ldsc_h2_se	ldpred2_n_keep	ldpred2_h2	ldpred2_p	PGS_trait_type	GWAS_trait_type	prevalence	N_total	group_consolidated	Nsize_Caribbean	Nsize_China	Nsize_India	Nsize_Iran	Nsize_Italy	Nsize_Nigeria	Nsize_Poland	Nsize_United	pcor_Caribbean	pcor_China	pcor_India	pcor_Iran	pcor_Italy	pcor_Nigeria	pcor_Poland	pcor_United	inf_Caribbean	inf_China	inf_India	inf_Iran	inf_Italy	inf_Nigeria	inf_Poland	inf_United	sup_Caribbean	sup_China	sup_India	sup_Iran	sup_Italy	sup_Nigeria	sup_Poland	sup_United	cMperMb	n_sig_SNPs	gini_panUKB	beta_pop	gini_meta	gini_AFR	gini_CSA	gini_EUR	gini_AMR	gini_EAS	gini_meta_hq	portability_index	portability_index_SE	portability_index_P	log_F	traitLD_unadj_EUR	traitLD_adj_EUR	traitLD_unadj_AFR	traitLD_adj_AFR	traitLD_unadj_AMR	traitLD_adj_AMR	traitLD_unadj_CSA	traitLD_adj_CSA	traitLD_unadj_EAS	traitLD_adj_EAS	traitLD_unadj_mean	traitLD_unadj_sd	traitLD_unadj_max	traitLD_unadj_min	traitLD_unadj_range	traitLD_unadj_ratio	traitLD_unadj_CoV
log_creatinine	Creatinine	biological measures	30700	""		""	AFR,AMR,CSA,EAS,EUR,MID	6	CSA,EUR,MID	3	420401	227167	193234	410681	221213	189468	6212	937	8422	2571	400761	1498							biomarkers-30700-both_sexes-irnt.tsv.bgz	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/biomarkers-30700-both_sexes-irnt.tsv.bgz	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/biomarkers-30700-both_sexes-irnt.tsv.bgz	2387226276	Creatinine	FALSE	Creatinine	TRUE	372783			1.1	0.0167	0.179	0.00847	29	0.189	0.0105	quantitative	quantitative		372783	biological measures	2345	1716	6003	1124	6322	3655	3950	18993	0.1379	0.2465	0.2881	0.3425	0.3344	0.1382	0.3499	0.3568	0.0978	0.2013	0.2647	0.2894	0.3123	0.1062	0.3221	0.3443	0.1776	0.2907	0.3112	0.3936	0.3562	0.17	0.377	0.3691		7687	0.312077063809733	meta2use_WC	0.312080923299228	0.439605015780407	0.326665557037144	0.299737348807987	0.348068592049236	0.361560670299777	0.312077063809733	-0.00131847619912423	0.000122519438549399	1.31631502314644e-05	1.61695949690393	212.811872696157	0.0698877828061627	169.331733213571	0.230051662387497	180.814810978198	-0.0211761863326538	150.498171299291	-0.0648989587403892	155.034597123932	-0.278300528527855	173.69823706223	24.930718901671	212.811872696157	150.498171299291	62.3137013968664	1.41404955860191	0.143528911538344
log_CRP	C-reactive protein	biological measures	30710	""		""	AFR,AMR,CSA,EAS,EUR,MID	6	CSA,EUR	2	419693	226864	192829	408491	220280	188211	6203	937	8397	2564	400094	1498							biomarkers-30710-both_sexes-irnt.tsv.bgz	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/biomarkers-30710-both_sexes-irnt.tsv.bgz	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/biomarkers-30710-both_sexes-irnt.tsv.bgz	2378262570	C-reactive protein	FALSE	C-reactive protein	TRUE	372157			1.07	0.0163	0.198	0.0322	29	0.197	0.0062	quantitative	quantitative		372157	biological measures	2339	1710	5978	1124	6308	3653	3944	18962	0.215	0.3027	0.3629	0.3484	0.3495	0.1982	0.3769	0.3858	0.1758	0.2588	0.3406	0.2954	0.3276	0.1667	0.3497	0.3736	0.2534	0.3454	0.3847	0.3991	0.371	0.2292	0.4034	0.3978		6096	0.462982050774818	meta2use_WC	0.442291053225014	0.797133174768488	0.493699223075259	0.458961800790879	0.648267231213747	0.518208451986858	0.462982050774818	-0.00098168536446567	0.000102788410922483	2.89466333098457e-05	2.24523875887147	214.024148768351	-0.00735072513550254	151.269398475658	0.577310991851492	138.948690978841	0.470644022526037	150.142629005388	-0.190036985206054	182.093247621664	-0.149343615810115	167.29562296998	30.6477505105316	214.024148768351	138.948690978841	75.0754577895101	1.54031065179983	0.183195172512261
log_cystatinC	Cystatin C	biological measures	30720	""		""	AFR,AMR,CSA,EAS,EUR,MID	6	CSA,EUR	2	420588	227258	193330	409362	220661	188701	6213	940	8422	2573	400940	1500							biomarkers-30720-both_sexes-irnt.tsv.bgz	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/biomarkers-30720-both_sexes-irnt.tsv.bgz	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/biomarkers-30720-both_sexes-irnt.tsv.bgz	2377499704	Cystatin C	FALSE	Cystatin C	TRUE	372939			1.09	0.0161	0.249	0.0672	30	0.233	0.00796	quantitative	quantitative		372939	biological measures	2342	1718	6001	1126	6319	3658	3953	18996	0.1917	0.2689	0.3057	0.3385	0.3864	0.1856	0.4317	0.418	0.1522	0.2242	0.2826	0.2852	0.3652	0.1541	0.4059	0.4062	0.2306	0.3125	0.3285	0.3897	0.4072	0.2168	0.4568	0.4297		11167	0.51842753153545	meta2use_WC	0.514992253607635	0.652094703503968	0.551545051088378	0.518347843936965	0.597911787508297	0.567164737205092	0.51842753153545	-0.00129854886979366	9.45268322040706e-05	2.55401869820494e-06	2.04940211405736	186.039948343223	0.11539406093592	163.128941729968	0.511526381053406	182.592670052456	-0.00331080180606409	165.780307886548	0.0530562968977187	175.598039925179	-0.133864521686519	174.627981587475	10.0637903932819	186.039948343223	163.128941729968	22.9110066132549	1.14044722150641	0.0576298844079621
log_ECG_QRS_duration	QRS duration	physical measures	12340	QRS duration during ECG measurement		""	AMR,CSA,EAS,EUR,MID	5	""	0	33242	17041	16201					54	370	167	32593	58							continuous-12340-both_sexes-irnt.tsv.bgz	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-12340-both_sexes-irnt.tsv.bgz	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-12340-both_sexes-irnt.tsv.bgz	1394431945	QRS duration	FALSE	ECG QRS duration	TRUE	33620			0.995	0.00788	0.176	0.0242	23	0.122	0.000695	quantitative	quantitative		33620	physical measures	77	137	305	50	487	140	329	1702	0.155	0.0168	0.2407	0.1933	0.2468	0.0017	0.1602	0.2202	-0.11	-0.1652	0.1281	-0.1794	0.1596	-0.1776	0.0495	0.1743	0.3995	0.1978	0.3472	0.5176	0.3301	0.1809	0.267	0.2652		249	0.831874852044908	meta2use_WC	0.831874852044908	0.88284457741573	0.857386989055415	0.831958394958853	0.848397926403786	0.881349283487571		-0.00178132087629259	0.000386671599860359	0.00246426167531483	2.23911244478604	114.049555749796	-0.335597722576539	94.2142198028714	-0.388501763372655	104.309668978134	-0.653836138593507	96.8633978913956	-0.549446249432354	116.211670716163	-0.446894356338976	105.129702627672	9.88086295462687	116.211670716163	94.2142198028714	21.9974509132911	1.23348334210396	0.0939873575940854
log_eosinophil_perc	Eosinophil percentage	biological measures	30210	"Result of """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""Eosinophils Percentage"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" assay, performed on blood sample, obtained from UK Biobank assessment centre visit. Eosinophils (Percentage) is calculated as the proportion of eosinophils in the leukocytes."		""	AFR,AMR,CSA,EAS,EUR,MID	6	CSA,EUR	2	427159	230437	196720	415772	223766	192006	6262	949	8502	2630	407270	1546							continuous-30210-both_sexes-irnt.tsv.bgz	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-30210-both_sexes-irnt.tsv.bgz	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-30210-both_sexes-irnt.tsv.bgz	2379730084	Eosinophill percentage	TRUE	Eosinophil %	TRUE	222884			1.02	0.0126	0.0868	0.00835	27	0.0771	0.00235	quantitative	quantitative		222884	biological measures	1291	983	4224	676	3365	2100	2282	11529	0.0617	0.1291	0.1678	0.1901	0.1724	0.0967	0.2342	0.2072	0.0067	0.0665	0.1382	0.1152	0.1393	0.054	0.1949	0.1897	0.1162	0.1907	0.197	0.2628	0.2051	0.1391	0.2728	0.2246		8440	0.320433187879703	meta2use_WC	0.320247216577027	0.390293878034297	0.335781952863966	0.320192784579035	0.327896949744468	0.395020583665011	0.320433187879703	-0.0013714987892821	0.000171388894561919	9.09848369696185e-05	2.01639541132729	327.674939614584	0.350356146513811	202.74819375073	0.257814349542574	268.737119471487	0.284423228881477	238.967545420465	0.241487286865784	270.273324648194	0.278584812497175	261.680224581092	46.0103075382393	327.674939614584	202.74819375073	124.926745863854	1.61616699785472	0.175826459992895
log_fat_free_mass	Whole body fat-free mass	physical measures	23101	Body composition estimation by impedance measurement. Fat free mass Fat free mass in Kg. Increment in 0.1 Kg		""	AFR,AMR,CSA,EAS,EUR,MID	6	AFR,CSA,EUR,MID	4	433431	234612	198805	429807	232238	197555	6456	962	8658	2662	413158	1535							continuous-23101-both_sexes-irnt.tsv.bgz	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-23101-both_sexes-irnt.tsv.bgz	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-23101-both_sexes-irnt.tsv.bgz	2336589793	Whole body fat-free mass	FALSE	Fat-free mass	TRUE	384231			1.16	0.0219	0.3	0.00964	29	0.334	0.0288	quantitative	quantitative		384231	physical measures	2420	1782	6185	1152	6538	3799	4072	19637	0.2517	0.3154	0.3879	0.3709	0.4291	0.1941	0.449	0.458	0.2139	0.2727	0.3665	0.3195	0.4091	0.1633	0.424	0.4469	0.2888	0.3568	0.4089	0.42	0.4487	0.2246	0.4732	0.469		15075	0.307040326515951	meta2use_WC	0.307059774171343	0.332096799705222	0.250416185471482	0.255395845779884	0.316434952328735	0.325145559857427	0.307040326515951	-0.00118105113645188	8.09068831379218e-05	1.69085824264477e-06	2.4366872065308	396.467379787783	0.555746965587025	179.834388848699	0.371816352112554	281.349331184457	0.439672687592989	241.17376733206	0.54061481948953	257.533703571794	0.339382888919167	271.271714144959	79.4212138775579	396.467379787783	179.834388848699	216.632990939084	2.20462494590701	0.292773664692213
log_fat_mass	Whole body fat mass	physical measures	23100	Body composition estimation by impedance measurement. Fat mass Total fat mass in Kg, in 0.1Kg increments.		""	AFR,CSA,EAS,EUR,MID	5	AFR,CSA,EUR,MID	4	431792	233922	197856	429152	232174	196964	6450		8645	2640	412524	1533							continuous-23100-both_sexes-irnt.tsv.bgz	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-23100-both_sexes-irnt.tsv.bgz	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-23100-both_sexes-irnt.tsv.bgz	2138962471	Whole body fat mass	FALSE	Fat mass	TRUE	383636			1.06	0.0156	0.236	0.00633	27	0.248	0.0423	quantitative	quantitative		383636	physical measures	2418	1766	6173	1149	6519	3794	4065	19612	0.1615	0.2477	0.292	0.2949	0.3257	0.141	0.3489	0.3534	0.1223	0.2031	0.2689	0.2407	0.3038	0.1096	0.3215	0.3411	0.2002	0.2912	0.3146	0.3472	0.3473	0.1722	0.3757	0.3656		9018	0.322258111668799	meta2use_WC	0.322258111668799	0.439278428451603	0.269117582458472	0.229177294203703	0.79224090308852	0.276069936647544	0.322258111668799	-0.00126852151940363	9.77169204358067e-05	3.74513285036937e-06	2.68214358871038	206.975851817128	0.280815688790744	112.663234120957	0.0700323525084178	280.91655223394	1.12546683817591	158.02178755607	0.227816258293326	176.479869188678	0.0804180875197593	187.011458983355	62.6412753160352	280.91655223394	112.663234120957	168.253318112983	2.49341814502097	0.334959556256982
log_glucose	Glucose	biological measures	30740	""		""	AFR,AMR,CSA,EAS,EUR,MID	6	CSA,EUR	2	384760	206423	178337	374453	200403	174050	5750	854	7694	2342	366759	1361							biomarkers-30740-both_sexes-irnt.tsv.bgz	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/biomarkers-30740-both_sexes-irnt.tsv.bgz	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/biomarkers-30740-both_sexes-irnt.tsv.bgz	2371755962	Glucose	FALSE	Glucose	TRUE	341068			1.03	0.0102	0.0652	0.00698	27	0.0544	0.00223	quantitative	quantitative		341068	biological measures	2159	1562	5481	1034	5795	3397	3591	17440	0.0635	0.1327	0.142	0.1414	0.1572	0.0622	0.1835	0.1692	0.0212	0.0833	0.116	0.0806	0.1319	0.0286	0.1516	0.1548	0.1056	0.1814	0.1679	0.2012	0.1822	0.0958	0.215	0.1836		1546	0.545739073295059	meta2use_WC	0.545739073295059	0.649836096684658	0.510982825862268	0.48903968351053	0.519260080735694	0.599551141242328		-0.00128421699923201	0.000176411766493833	0.000165635932124553	1.85976375356456	87.0867281289425	-0.463375631151129	79.2125225515548	-0.2902778055569	86.335017399568	-0.746647688558229	82.646599966536	-0.472279675165804	90.203182755129	-0.649257251283999	85.096810160346	4.2484215428374	90.203182755129	79.2125225515548	10.9906602035742	1.13874902413846	0.0499245686745742
log_HbA1c	Glycated haemoglobin (HbA1c)	biological measures	30750	""		""	AFR,AMR,CSA,EAS,EUR,MID	6	CSA,EUR	2	419434	226723	192711	409154	220660	188494	5290	922	8329	2566	400825	1502							biomarkers-30750-both_sexes-irnt.tsv.bgz	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/biomarkers-30750-both_sexes-irnt.tsv.bgz	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/biomarkers-30750-both_sexes-irnt.tsv.bgz	2375969470	Glycated haemoglobin (HbA1c)	FALSE	HbA1c	TRUE	372844			1.09	0.0183	0.162	0.0116	29	0.174	0.00637	quantitative	quantitative		372844	biological measures	2100	1731	5936	1128	6326	2976	3930	19060	0.1217	0.2506	0.2406	0.329	0.3092	0.087	0.3374	0.3405	0.0792	0.2057	0.2164	0.2755	0.2867	0.0511	0.3093	0.3279	0.1639	0.2945	0.2644	0.3806	0.3314	0.1226	0.3649	0.353		8787	0.406287681781598	meta2use_WC	0.405889814307896	0.430672647054961	0.486410835972071	0.407348304296045	0.41684481563847	0.378099586033085	0.406287681781598	-0.00145686039905344	0.000178395082110422	7.98978908402259e-05	2.72179194748727	302.116975489216	0.0880636949426205	168.010925197631	-0.0873305024944333	212.633155487797	-0.177739536511145	179.353226395208	-0.0431873303973899	220.129315097466	-0.103345966599355	216.448719533464	52.6532309608904	302.116975489216	168.010925197631	134.106050291585	1.79819839176432	0.24325960936327
log_HDL	HDL cholesterol	biological measures	30760	""		""	AFR,AMR,CSA,EAS,EUR,MID	6	CSA,EUR	2	385023	206578	178445	374709	200552	174157	5754	854	7688	2342	367021	1364							biomarkers-30760-both_sexes-irnt.tsv.bgz	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/biomarkers-30760-both_sexes-irnt.tsv.bgz	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/biomarkers-30760-both_sexes-irnt.tsv.bgz	2371026584	HDL cholesterol	FALSE	HDL	TRUE	341318			1.1	0.0188	0.29	0.0581	30	0.278	0.00665	quantitative	quantitative		341318	biological measures	2160	1562	5476	1034	5800	3401	3590	17454	0.3126	0.3656	0.409	0.4038	0.4564	0.2509	0.4525	0.4605	0.2739	0.3215	0.3867	0.351	0.4357	0.219	0.4261	0.4488	0.3504	0.408	0.4309	0.4541	0.4765	0.2822	0.4782	0.4721		10143	0.451821614143022	meta2use_WC	0.447206067790834	0.664344344584432	0.468584482329508	0.452801317624505	0.489880860009372	0.514500565233066	0.451821614143022	-0.000863820752466316	7.77931382717608e-05	1.06843628062456e-05	1.53755582985011	122.327539227058	-0.351947263621889	73.1529737983474	-0.785708457003474	118.27881096275	-0.589651847220876	112.819274592755	-0.509623708347626	121.610261923426	-0.591413655437146	109.637772100867	20.738254025847	122.327539227058	73.1529737983474	49.1745654287108	1.67221553513689	0.189152457483063
log_heel_BMD	Heel bone mineral density (BMD)	physical measures	3148	Estimation of bone mineral density (BMD) in the heel is based on the Quantitative Ultrasound Index through the calcaneus. Direct entry.		""	AFR,AMR,CSA,EAS,EUR,MID	6	CSA,EUR	2	250178	135544	114634	245442	132813	112629	2292	471	2633	1260	242809	713							continuous-3148-both_sexes-irnt.tsv.bgz	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-3148-both_sexes-irnt.tsv.bgz	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-3148-both_sexes-irnt.tsv.bgz	2306708170	Heel bone mineral density (BMD)	FALSE	Heel BMD	TRUE	224024			1.11	0.0156	0.286	0.0241	29	0.292	0.00649	quantitative	quantitative		224024	physical measures	790	820	1972	506	3461	1406	2146	11484	0.1895	0.3057	0.3477	0.2944	0.3929	0.1746	0.4397	0.4537	0.1204	0.2415	0.3081	0.211	0.3643	0.1231	0.4048	0.4391	0.2567	0.3672	0.3861	0.3736	0.4208	0.2252	0.4734	0.4682		6538	0.363326539092398	meta2use_WC	0.361321043339628	0.624985417891096	0.36147879783474	0.363938226047143	0.387757387888646	0.396539348223106	0.363326539092398	-0.00139871121973659	0.000149790748275517	3.3547132368918e-05	1.28722405329951	156.172856919545	-0.0931913584443051	105.54714028344	-0.0510360423697611	154.065078397186	-0.141691979184979	131.566622218741	-0.14377432519929	121.16412012049	-0.345242804285614	133.703163587881	21.6451424200665	156.172856919545	105.54714028344	50.6257166361054	1.47965029180472	0.161889530802609
log_heel_BUA	Heel Broadband ultrasound attenuation, direct entry	physical measures	3144	Broadband ultrasound attenuation through heel		""	AFR,AMR,CSA,EAS,EUR,MID	6	CSA,EUR	2	250282	135554	114728	245541	132822	112719	2294	471	2635	1262	242906	714							continuous-3144-both_sexes-irnt.tsv.bgz	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-3144-both_sexes-irnt.tsv.bgz	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-3144-both_sexes-irnt.tsv.bgz	2306781830	Heel Broadband ultrasound attenuation, direct entry	FALSE	Heel BUA	TRUE	224053			1.1	0.0146	0.257	0.0208	29	0.261	0.00627	quantitative	quantitative		224053	physical measures	795	819	1968	505	3463	1404	2147	11485	0.1457	0.2762	0.3216	0.306	0.3665	0.1465	0.4076	0.4264	0.076	0.2109	0.2812	0.223	0.3372	0.0946	0.3715	0.4113	0.2139	0.3391	0.3609	0.3845	0.395	0.1977	0.4424	0.4413		5446	0.401636022772491	meta2use_WC	0.401636022772491	0.504511482708607	0.353382021532636	0.325768087577133	0.322783913770846	0.347298928573499		-0.0015041217721018	0.000130428644775278	8.29964923115671e-06	1.64006014692518	188.219851905316	0.0620959036687056	105.782909564778	0.128751476669223	186.210331299852	0.0157280739824779	137.021001104952	-0.0484513901246388	123.796306895653	-0.275475390381002	148.20608015411	37.3031280914316	188.219851905316	105.782909564778	82.4369423405382	1.77930303372925	0.251697690490446
log_hip_circ	Hip circumference	physical measures	49	Hip circumference		""	AFR,AMR,CSA,EAS,EUR,MID	6	CSA,EUR,MID	3	440355	238080	202261	430115	231792	198309	6567	975	8782	2698	419757	1576							continuous-49-both_sexes-irnt.tsv.bgz	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-49-both_sexes-irnt.tsv.bgz	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-49-both_sexes-irnt.tsv.bgz	2393061058	Hip circumference	FALSE	Hip circumference	TRUE	390398			1.06	0.0155	0.22	0.00645	28	0.227	0.0331	quantitative	quantitative		390398	physical measures	2456	1802	6267	1181	6637	3867	4125	19965	0.1739	0.2472	0.284	0.3169	0.3192	0.1434	0.3442	0.3373	0.1351	0.2031	0.261	0.2642	0.2974	0.1123	0.317	0.3249	0.2121	0.2903	0.3066	0.3677	0.3407	0.1742	0.3709	0.3495		7961	0.224878656471059	meta2use_WC	0.221707071285737	0.669261762618565	0.259275673341162	0.225795401206617	0.360500300380511	0.39958775960801	0.224878656471059	-0.00114245059041265	0.000106108937652326	1.31192837199978e-05	2.93478547003087	308.270210080546	0.43397899752451	138.750270965147	0.803801525361129	220.181131648332	0.301839818053927	217.543435144832	0.299237397739953	211.570513634608	0.205347348446117	219.263112294693	60.140579475084	308.270210080546	138.750270965147	169.519939115399	2.22176294097459	0.274284985037767
log_HLR_reticulocyte	High light scatter reticulocyte count	biological measures	30300	"Result of """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""High Light Scatter Reticulocytes Number"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" assay, performed on blood sample, obtained from UK Biobank assessment centre visit. High Light Scatter Reticulocytes Count is calculated as: (HLR / Total Erythrocytes) x red blood cells"		""	AFR,CSA,EAS,EUR,MID	5	AFR,CSA,EUR	3	419868	226315	193551	415768	223969	191799	6108		8315	2582	401345	1518							continuous-30300-both_sexes-irnt.tsv.bgz	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-30300-both_sexes-irnt.tsv.bgz	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-30300-both_sexes-irnt.tsv.bgz	2196099878	High light scatter reticulocyte count	FALSE	HLR reticulocyte	TRUE	372372			1.1	0.0179	0.21	0.0147	29	0.223	0.00815	quantitative	quantitative		372372	biological measures	2293	1715	5923	1124	6289	3600	3919	19088	0.2182	0.2778	0.3191	0.3255	0.3962	0.2136	0.4054	0.4069	0.1787	0.2333	0.296	0.2717	0.3751	0.1822	0.3788	0.395	0.257	0.3212	0.3418	0.3772	0.4169	0.2447	0.4313	0.4186		9518	0.379598175056144	meta2use_WC	0.379556217564067	0.297068421272153	0.376421584554085	0.348024053248059	0.277450122791153	0.391855437780473	0.379598175056144	-0.00112223966098878	7.77576819844644e-05	1.82685620693939e-06	2.38867847567597	326.433491499515	0.348351662836041	308.921087650583	1.63209119729719	195.37939334711	0.306394276500373	217.392728044958	0.180115300960653	238.083263272709	0.103015845273537	257.241992762975	57.5330217495715	326.433491499515	195.37939334711	131.054098152405	1.67076724882432	0.223653304546521
